﻿num,method,method_memo,prefecture,shipfee
202,クロネコ宅急便の匿名配送(80サイズ),クロネコ宅急便匿名_80,東京都,1171
202,クロネコ宅急便の匿名配送(80サイズ),クロネコ宅急便匿名_80,山梨県,1171
202,クロネコ宅急便の匿名配送(80サイズ),クロネコ宅急便匿名_80,新潟県,1171
202,クロネコ宅急便の匿名配送(80サイズ),クロネコ宅急便匿名_80,長野県,1171
202,クロネコ宅急便の匿名配送(80サイズ),クロネコ宅急便匿名_80,富山県,1171
202,クロネコ宅急便の匿名配送(80サイズ),クロネコ宅急便匿名_80,石川県,1171
202,クロネコ宅急便の匿名配送(80サイズ),クロネコ宅急便匿名_80,福井県,1171
202,クロネコ宅急便の匿名配送(80サイズ),クロネコ宅急便匿名_80,静岡県,1171
202,クロネコ宅急便の匿名配送(80サイズ),クロネコ宅急便匿名_80,千葉県,1171
202,クロネコ宅急便の匿名配送(80サイズ),クロネコ宅急便匿名_80,沖縄県,2018
300,レターパックライト,,全国一律,430
301,レターパックプラス,,全国一律,600
